"Date","Load","Load.1","Load.7","Net_demand","Solar_power","Wind_power","Temp","Temp_s95","Temp_s99","Temp_s95_min","Temp_s95_max","Temp_s99_min","Temp_s99_max","Wind","Wind_weighted","Nebulosity","Nebulosity_weighted","toy","WeekDays","BH_before","BH","BH_after","Year","Month","DLS","Summer_break","Christmas_break","Holiday","Holiday_zone_a","Holiday_zone_b","Holiday_zone_c","BH_Holiday","Solar_power.1","Solar_power.7","Wind_power.1","Wind_power.7","Net_demand.1","Net_demand.7","Covid","Price","Price_Diff","Inflation","Time","WeekDays2","WeekDays3","Season","Temp_trunc1","Temp_trunc2"
2018-01-11,68516.1666666667,67405.125,63169.1875,66655.8958333333,435.0625,1425.20833333333,279.408012479385,279.870931330355,280.459206728778,279.413538495162,280.630919568335,280.258483496548,280.751688861383,2.52675933026936,2.33511242128753,88.2968676567563,83.473478911583,0.03,"3",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,417.916666666667,246.5625,2552.41666666667,9021.54166666667,64434.7916666667,53901.0833333333,0,16.9157,0.0309,110.26,17542,"jeudi","WorkDay","hiver",0,0
2018-01-12,69889.9166666667,68516.1666666667,62318.7083333333,68276.3333333333,446.75,1166.83333333333,278.693832679503,279.036880005228,279.92412034777,278.659135713249,279.47990179399,279.661980384661,280.239113115272,2.43577985506517,2.28057778221199,87.8331068349907,82.6176798952413,0.033,"4",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,435.0625,347.4375,1425.20833333333,5334.79166666667,66655.8958333333,56636.4791666667,0,16.9157,0.0309,110.26,17543,"vendredi","vendredi","hiver",0,0
2018-01-13,65975.4583333333,69889.9166666667,59227.125,62366.7708333333,425.354166666667,3183.33333333333,277.665886869919,277.941658357187,279.177368523621,277.260339033025,278.587290877877,278.929140794987,279.634715567629,3.01617587506015,3.29242747882405,86.3552723856615,84.5435527178012,0.036,"5",0,0,0,2018,"janvier",0,0,0,0,0,0,0,10,446.75,212.895833333333,1166.83333333333,1935.83333333333,68276.3333333333,57078.3958333333,0,16.9157,0.0309,110.26,17544,"samedi","samedi","hiver",0,0
2018-01-14,63638.5625,65975.4583333333,58761.9791666667,61495.6458333333,343.354166666667,1799.5625,277.941919414047,277.860156639794,278.651759086265,277.09315787683,278.639221026574,278.501233027554,278.908698526929,2.39246694363588,2.20588362111082,87.9322027960499,92.1100388135367,0.038,"6",0,0,0,2018,"janvier",0,0,0,0,0,0,0,10,425.354166666667,183.041666666667,3183.33333333333,8347.64583333333,62366.7708333333,50231.2916666667,0,16.9157,0.0309,110.26,17545,"dimanche","dimanche","hiver",0,0
2018-01-15,70662.4166666667,63638.5625,67164.8333333333,62601.7291666667,285.208333333333,7775.47916666667,280.051682029427,278.988628180446,278.699565195266,277.800819956282,280.869709758025,278.430081064327,279.240547903808,5.54258572391864,6.00176513471029,92.5250019071551,92.9600363035183,0.041,"0",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,343.354166666667,288.291666666667,1799.5625,4082.29166666667,61495.6458333333,62794.25,0,16.9157,0.0309,110.26,17546,"lundi","lundi","hiver",0,0
2018-01-16,68532.2708333333,70662.4166666667,68683.5416666667,58180.4166666667,309.375,10042.4791666667,282.401770527356,281.94513349871,279.93420570334,280.928609523857,282.603030031429,279.268619475517,280.436942969998,7.62996959564644,7.78757856548757,89.9976134488979,89.9294180467235,0.044,"1",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,285.208333333333,381.875,7775.47916666667,2625.3125,62601.7291666667,65676.3541666667,0,16.9157,0.0309,110.26,17547,"mardi","WorkDay","hiver",0,0
2018-01-17,70484.1041666667,68532.2708333333,67405.125,60002.5416666667,604.833333333333,9876.72916666667,279.984005849066,280.746298584112,280.342678591627,280.097526920804,281.951044867413,280.263041034211,280.438351886006,7.37919341768984,7.72280584469473,79.5322406104057,78.2634911072694,0.046,"2",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,309.375,417.916666666667,10042.4791666667,2552.41666666667,58180.4166666667,64434.7916666667,0,16.9157,0.0309,110.26,17548,"mercredi","WorkDay","hiver",0,0
2018-01-18,69634.875,70484.1041666667,68516.1666666667,59757.8541666667,395.104166666667,9481.91666666667,281.534381526687,280.942361755094,280.468377442942,279.93757280633,281.92182953781,280.210900676167,280.784471694482,6.79911700932406,7.60964554437997,87.4349096219521,83.8009608616075,0.049,"3",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,604.833333333333,435.0625,9876.72916666667,1425.20833333333,60002.5416666667,66655.8958333333,0,16.9157,0.0309,110.26,17549,"jeudi","WorkDay","hiver",0,0
2018-01-19,68817.375,69634.875,69889.9166666667,63039.1041666667,543.208333333333,5235.0625,279.581591165651,280.391561316913,280.545942372403,279.546915435324,281.529269883396,280.312327277601,280.775246955428,4.41578357558854,4.46167982797187,79.7701165077888,80.900062165886,0.052,"4",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,395.104166666667,446.75,9481.91666666667,1166.83333333333,59757.8541666667,68276.3333333333,0,16.9157,0.0309,110.26,17550,"vendredi","vendredi","hiver",0,0
2018-01-20,64436,68817.375,65975.4583333333,57257.1666666667,172.5,7006.33333333333,280.797171796462,279.93432006877,280.211095775361,278.906194186684,281.726751378966,280.00994711447,280.596485348438,5.83093356465993,5.69155721926779,91.6896635501044,89.539425765238,0.055,"5",0,0,0,2018,"janvier",0,0,0,0,0,0,0,10,543.208333333333,425.354166666667,5235.0625,3183.33333333333,63039.1041666667,62366.7708333333,0,16.9157,0.0309,110.26,17551,"samedi","samedi","hiver",0,0
2018-01-21,59333.9583333333,64436,63638.5625,54048.3125,332.229166666667,4953.41666666667,282.011172710551,281.788565776909,280.848347423293,281.548811248316,282.289126790272,280.614958571492,281.160279427109,5.20658935231667,5.18345243000674,91.4599162910578,86.7160857616944,0.057,"6",0,0,0,2018,"janvier",0,0,0,0,0,0,0,10,172.5,343.354166666667,7006.33333333333,1799.5625,57257.1666666667,61495.6458333333,0,16.9157,0.0309,110.26,17552,"dimanche","dimanche","hiver",0,0
2018-01-22,64262.8125,59333.9583333333,70662.4166666667,57258.7916666667,284.354166666667,6719.66666666667,283.882277901552,283.467281007681,281.78819636894,282.34949340303,284.206604753838,281.183641223292,282.180093612907,5.6301403861363,5.55403572027493,90.6559942830261,88.1576004025891,0.06,"0",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,332.229166666667,285.208333333333,4953.41666666667,7775.47916666667,54048.3125,62601.7291666667,0,16.9157,0.0309,110.26,17553,"lundi","lundi","hiver",0,0
2018-01-23,64893.625,64262.8125,68532.2708333333,59481.4375,481.333333333333,4930.85416666667,282.94093364718,282.893347418035,282.233498226171,282.209918471062,283.486055218125,282.059772612586,282.51859067735,4.05811913522501,4.1298106965826,86.5081273262182,80.9944395671951,0.063,"1",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,284.354166666667,309.375,6719.66666666667,10042.4791666667,57258.7916666667,58180.4166666667,0,16.9157,0.0309,110.26,17554,"mardi","WorkDay","hiver",0,0
2018-01-24,63726.1458333333,64893.625,70484.1041666667,55109.3541666667,687.25,7929.54166666667,283.861761641382,283.707267192383,282.772544321937,283.071862226935,284.450681143113,282.524942708142,283.063077650827,5.60408501149399,5.81349923352403,89.7244447162708,85.8989921578932,0.066,"2",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,481.333333333333,604.833333333333,4930.85416666667,9876.72916666667,59481.4375,60002.5416666667,0,16.9157,0.0309,110.26,17555,"mercredi","WorkDay","hiver",0,0
2018-01-25,65070.625,63726.1458333333,69634.875,61009.25,192.458333333333,3868.91666666667,282.205811462543,282.895278712241,282.899703771918,282.106247604544,283.782308160422,282.710263409505,283.041559391275,4.17432365169026,3.7048932428033,94.0079278779313,94.6293223014755,0.068,"3",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,687.25,395.104166666667,7929.54166666667,9481.91666666667,55109.3541666667,59757.8541666667,0,16.9157,0.0309,110.26,17556,"jeudi","WorkDay","hiver",0,0
2018-01-26,66985.75,65070.625,68817.375,64870.125,335.25,1780.375,279.693904843222,280.658248410545,282.102647596293,279.670011223939,282.026458250083,281.542388135288,282.688265380563,3.01122566216216,2.62156658213744,89.546343412842,91.4761454155805,0.071,"4",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,192.458333333333,543.208333333333,3868.91666666667,5235.0625,61009.25,63039.1041666667,0,16.9157,0.0309,110.26,17557,"vendredi","vendredi","hiver",0,0
2018-01-27,63842.7708333333,66985.75,64436,61109.0416666667,461.020833333333,2272.70833333333,278.483761629492,278.789686791986,280.823793282394,278.165987789974,279.56443900969,280.407827333881,281.502549923325,3.00082920907899,2.98641259733151,90.3359189353804,88.1110419794669,0.074,"5",0,0,0,2018,"janvier",0,0,0,0,0,0,0,10,335.25,172.5,1780.375,7006.33333333333,64870.125,57257.1666666667,0,16.9157,0.0309,110.26,17558,"samedi","samedi","hiver",0,0
2018-01-28,60005.75,63842.7708333333,59333.9583333333,55510.0208333333,658.541666666667,3837.1875,280.583354929117,279.724093231606,280.30580458999,278.65879917185,281.079779548208,280.106861993541,280.542397195276,3.3355526352836,3.80621523053024,89.8557048493123,84.4572246837387,0.077,"6",0,0,0,2018,"janvier",0,0,0,0,0,0,0,10,461.020833333333,332.229166666667,2272.70833333333,4953.41666666667,61109.0416666667,54048.3125,0,16.9157,0.0309,110.26,17559,"dimanche","dimanche","hiver",0,0
2018-01-29,65833.2083333333,60005.75,64262.8125,61392.3333333333,491.666666666667,3949.20833333333,281.61717758212,281.379686176877,280.733342049518,280.896558973586,281.950327239373,280.545402911049,280.975089388428,3.47490750867132,4.10851149377059,93.8304984601569,91.9286440501736,0.079,"0",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,658.541666666667,284.354166666667,3837.1875,6719.66666666667,55510.0208333333,57258.7916666667,0,16.9157,0.0309,110.26,17560,"lundi","lundi","hiver",0,0
2018-01-30,66266.4791666667,65833.2083333333,64893.625,64505.7291666667,410.604166666667,1350.14583333333,281.250211007525,281.273055288447,280.956202768758,280.676920300173,281.700079100266,280.817355972861,281.113472963213,2.33620232241261,2.17512609735007,95.9567167816309,95.4567641998655,0.082,"1",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,491.666666666667,481.333333333333,3949.20833333333,4930.85416666667,61392.3333333333,59481.4375,0,16.9157,0.0309,110.26,17561,"mardi","WorkDay","hiver",0,0
2018-01-31,67475.3541666667,66266.4791666667,63726.1458333333,59475.4375,395.729166666667,7604.1875,280.859872761857,281.221795578704,281.084358077641,280.695849141814,281.587434453552,281.004631597984,281.148140499094,5.17285888459759,5.65278573497368,93.4323041899438,93.4461807917164,0.085,"2",0,0,0,2018,"janvier",0,0,0,0,0,0,0,0,410.604166666667,687.25,1350.14583333333,7929.54166666667,64505.7291666667,55109.3541666667,0,16.9157,0.0309,110.26,17562,"mercredi","WorkDay","hiver",0,0
2018-02-01,70213.6458333333,67475.3541666667,65070.625,65568.625,499.583333333333,4145.4375,278.120302740825,279.186693931581,280.435373161448,278.001808238851,280.595626507496,279.882173212227,280.981499246559,4.10884666581666,4.36290757752573,82.5234875709802,89.4874672525424,0.087,"3",0,0,0,2018,"février",0,0,0,0,0,0,0,0,395.729166666667,192.458333333333,7604.1875,3868.91666666667,59475.4375,61009.25,0,16.9157,0.0309,110.27,17563,"jeudi","WorkDay","hiver",0,0
2018-02-02,72491.2708333333,70213.6458333333,66985.75,68241.875,689.291666666667,3560.10416666667,277.024286637784,277.260567182579,279.19908774312,276.526478234675,277.887059356151,278.827724191458,279.840419785953,3.9641528916582,3.95484484141628,89.2399263197085,89.5687911982595,0.09,"4",0,0,0,2018,"février",0,0,0,0,0,0,0,0,499.583333333333,335.25,4145.4375,1780.375,65568.625,64870.125,0,16.9157,0.0309,110.27,17564,"vendredi","vendredi","hiver",0,0
2018-02-03,67554.9583333333,72491.2708333333,63842.7708333333,65190.2083333333,531.666666666667,1833.08333333333,277.113913602328,277.150179902559,278.413957784003,276.582430865548,277.661323549756,278.197399739737,278.800490671995,3.44234692287733,2.95211309679557,89.5010790378995,85.2070601045616,0.093,"5",0,0,0,2018,"février",0,0,0,0,0,0,0,10,689.291666666667,461.020833333333,3560.10416666667,2272.70833333333,68241.875,61109.0416666667,0,16.9157,0.0309,110.27,17565,"samedi","samedi","hiver",0,0
2018-02-04,66343.6875,67554.9583333333,60005.75,61501.7083333333,678,4163.97916666667,276.409085320398,276.781819101383,277.821133283326,276.371625604719,277.261584745258,277.512770424378,278.178221611622,4.15110111397145,4.12268154777442,88.2785538145923,87.5452372973332,0.096,"6",0,0,0,2018,"février",0,0,0,0,0,0,0,10,531.666666666667,658.541666666667,1833.08333333333,3837.1875,65190.2083333333,55510.0208333333,0,16.9157,0.0309,110.27,17566,"dimanche","dimanche","hiver",0,0
2018-02-05,77231.0208333333,66343.6875,65833.2083333333,72754.4583333333,325.0625,4151.5,274.882567007627,275.363022838887,276.922292682478,274.962746264615,276.292100317794,276.52381252142,277.485453918796,4.62606911871929,4.28681643298944,88.5546409672595,91.4841832794596,0.098,"0",0,0,0,2018,"février",0,0,0,0,0,0,0,0,678,491.666666666667,4163.97916666667,3949.20833333333,61501.7083333333,61392.3333333333,0,16.9157,0.0309,110.27,17567,"lundi","lundi","hiver",0,0
2018-02-06,78708.9375,77231.0208333333,66266.4791666667,75353.25,411.6875,2944,274.887064909243,274.999312597743,276.170759765948,274.702740408878,275.31412191409,275.901415015138,276.504547650315,4.03333415293,3.6718063640838,95.7277556131341,94.8825388757522,0.101,"1",0,0,0,2018,"février",0,0,0,0,0,0,0,0,325.0625,410.604166666667,4151.5,1350.14583333333,72754.4583333333,64505.7291666667,0,16.9157,0.0309,110.27,17568,"mardi","WorkDay","hiver",0,0
2018-02-07,80049.0625,78708.9375,67475.3541666667,76876.3333333333,567.583333333333,2605.14583333333,273.920570012417,274.280353956809,275.477011572235,273.965341484754,274.820758135509,275.146776683106,275.880441316678,3.89860603471455,3.37779746492966,90.7684042580125,87.2416483461038,0.104,"2",0,0,0,2018,"février",0,0,0,0,0,0,0,0,411.6875,395.729166666667,2944,7604.1875,75353.25,59475.4375,0,16.9157,0.0309,110.27,17569,"mercredi","WorkDay","hiver",0,0
2018-02-08,80230.2083333333,80049.0625,70213.6458333333,78510.7291666667,613.625,1105.85416666667,274.014246008095,273.92084559387,274.841631458323,273.036196013446,274.8176450533,274.673872316501,275.123492366358,2.75620300806454,2.43906057531898,78.3953118016272,81.2108273392474,0.107,"3",0,0,0,2018,"février",0,0,0,0,0,0,0,0,567.583333333333,499.583333333333,2605.14583333333,4145.4375,76876.3333333333,65568.625,0,16.9157,0.0309,110.27,17570,"jeudi","WorkDay","hiver",0,0
2018-02-09,79876.6041666667,80230.2083333333,72491.2708333333,75168.8958333333,613.895833333333,4093.8125,274.650129945644,274.253385975144,274.592288900009,273.294634584331,275.256598805295,274.404329080916,274.773664244515,3.65781107819479,3.9064816711759,84.5671138285201,82.0586400863202,0.109,"4",0,0,0,2018,"février",0,0,0,0,0,0,0,0,613.625,689.291666666667,1105.85416666667,3560.10416666667,78510.7291666667,68241.875,0,16.9157,0.0309,110.27,17571,"vendredi","vendredi","hiver",0,0
2018-02-10,72386.1041666667,79876.6041666667,67554.9583333333,67324.2083333333,926.4375,4135.45833333333,276.144871737983,275.581720409788,274.934477543047,274.500773458764,276.704958449841,274.656496621391,275.360522035999,4.16343851359689,4.14110306029686,81.1430274767085,80.2759102721519,0.112,"5",0,0,0,2018,"février",0,0,0,1,1,0,0,11,613.895833333333,531.666666666667,4093.8125,1833.08333333333,75168.8958333333,65190.2083333333,0,16.9157,0.0309,110.27,17572,"samedi","samedi","hiver",0,0
2018-02-11,67135,72386.1041666667,66343.6875,59626.5416666667,566.3125,6942.14583333333,278.290286246941,277.712104295121,275.953737716095,276.623735698387,278.841860470284,275.372667131011,276.495634756135,4.66609191366613,5.36424125601703,88.8397190287392,89.441355493734,0.115,"6",0,0,0,2018,"février",0,0,0,1,1,0,0,11,926.4375,678,4135.45833333333,4163.97916666667,67324.2083333333,61501.7083333333,0,16.9157,0.0309,110.27,17573,"dimanche","dimanche","hiver",0,0
2018-02-12,74370.0416666667,67135,77231.0208333333,70115.8958333333,1180.79166666667,3073.35416666667,276.098943852014,276.942785747957,276.430610656137,275.955158163826,277.989681204114,276.282256744221,276.586666444685,3.86008872893119,3.60940635460923,68.1683987324781,75.557157578669,0.117,"0",0,0,0,2018,"février",0,0,0,1,1,0,0,1,566.3125,325.0625,6942.14583333333,4151.5,59626.5416666667,72754.4583333333,0,16.9157,0.0309,110.27,17574,"lundi","lundi","hiver",0,0
2018-02-13,79028.1666666667,74370.0416666667,78708.9375,72472.7083333333,762.8125,5792.64583333333,275.049770333959,275.160886328982,275.933625645959,274.184426321631,275.860922076742,275.758792900098,276.301012649085,4.45645137727306,4.75898100844651,80.0285143865979,82.1102941604285,0.12,"1",0,0,0,2018,"février",0,0,0,1,1,0,0,1,1180.79166666667,411.6875,3073.35416666667,2944,70115.8958333333,75353.25,0,16.9157,0.0309,110.27,17575,"mardi","WorkDay","hiver",0,0
2018-02-14,78045.6041666667,79028.1666666667,80049.0625,72996.5625,630.75,4418.29166666667,276.86673468212,276.060291775915,275.917383654004,274.941004633716,277.711773518392,275.667660529731,276.364341402224,4.02957604537807,4.3153606668002,92.6423896287253,90.1737537894457,0.123,"2",0,0,0,2018,"février",0,0,0,1,1,0,0,1,762.8125,567.583333333333,5792.64583333333,2605.14583333333,72472.7083333333,76876.3333333333,0,16.9157,0.0309,110.27,17576,"mercredi","WorkDay","hiver",0,0
2018-02-15,71888.6458333333,78045.6041666667,80230.2083333333,67289.4375,500.270833333333,4098.9375,281.526970846109,280.054289462673,277.371030932956,277.755902048667,281.810609023707,276.386641429441,278.379342572238,3.39211679044584,3.7541339341172,95.8069841162027,95.1012023383497,0.126,"3",0,0,0,2018,"février",0,0,0,1,1,0,0,1,630.75,613.625,4418.29166666667,1105.85416666667,72996.5625,78510.7291666667,0,16.9157,0.0309,110.27,17577,"jeudi","WorkDay","hiver",0,0
2018-02-16,68817.8958333333,71888.6458333333,79876.6041666667,66798.2083333333,736.666666666667,1283.02083333333,280.325462031027,280.618070505788,278.711233997491,279.67219648041,281.359584236814,278.395341961334,279.161998588497,2.17530472393749,2.20980769148089,87.3638040345296,94.5135396653706,0.128,"4",0,0,0,2018,"février",0,0,0,1,1,0,0,1,500.270833333333,613.895833333333,4098.9375,4093.8125,67289.4375,75168.8958333333,0,16.9157,0.0309,110.27,17578,"vendredi","vendredi","hiver",0,0
2018-02-17,62918.5833333333,68817.8958333333,72386.1041666667,60381.8958333333,519.604166666667,2017.08333333333,279.637750633603,280.176571213505,279.304421747015,279.331779401609,280.645584839118,279.16422771033,279.497330218033,2.89020165407574,2.68844367808727,87.8048569455455,91.8022928057662,0.131,"5",0,0,0,2018,"février",0,0,0,1,1,0,1,11,736.666666666667,926.4375,1283.02083333333,4135.45833333333,66798.2083333333,67324.2083333333,0,16.9157,0.0309,110.27,17579,"samedi","samedi","hiver",0,0
2018-02-18,62391.9583333333,62918.5833333333,67135,59758.2083333333,704.125,1929.625,277.880338445391,278.278271068757,278.928910392515,277.402685405682,279.194276452135,278.762340002341,279.296193672296,3.13714831564344,2.85799814711518,85.2568362226119,89.374467190976,0.134,"6",0,0,0,2018,"février",0,0,0,1,1,0,1,11,519.604166666667,566.3125,2017.08333333333,6942.14583333333,60381.8958333333,59626.5416666667,0,16.9157,0.0309,110.27,17580,"dimanche","dimanche","hiver",0,0
2018-02-19,70529.0416666667,62391.9583333333,74370.0416666667,68778.75,653.041666666667,1097.25,278.083292855161,277.896334456387,278.516532906022,276.984623681369,278.798791886854,278.336669984917,278.792592132918,2.46992435610774,2.54273989651607,94.2407568507178,93.1318904890532,0.137,"0",0,0,0,2018,"février",0,0,0,1,1,0,1,1,704.125,1180.79166666667,1929.625,3073.35416666667,59758.2083333333,70115.8958333333,0,16.9157,0.0309,110.27,17581,"lundi","lundi","hiver",0,0
2018-02-20,70390.1458333333,70529.0416666667,79028.1666666667,67046.9791666667,582.770833333333,2760.39583333333,278.891947649042,278.907871685469,278.666282108661,278.496753257424,279.444706950235,278.55740543942,278.80622272222,3.97525592168626,3.58450473970397,93.2619597323664,92.529567781289,0.139,"1",0,0,0,2018,"février",0,0,0,1,1,0,1,1,653.041666666667,762.8125,1097.25,5792.64583333333,68778.75,72472.7083333333,0,16.9157,0.0309,110.27,17582,"mardi","WorkDay","hiver",0,0
2018-02-21,73132.0833333333,70390.1458333333,78045.6041666667,66852.5416666667,1266.83333333333,5012.70833333333,276.317894462533,277.21907446798,278.19683625132,276.481897465279,278.666763864287,277.803569807987,278.696652020365,5.04357863749475,4.62766034602271,74.248239185403,83.9219191410632,0.142,"2",0,0,0,2018,"février",0,0,0,1,1,0,1,1,582.770833333333,630.75,2760.39583333333,4418.29166666667,67046.9791666667,72996.5625,0,16.9157,0.0309,110.27,17583,"mercredi","WorkDay","hiver",0,0
2018-02-22,76916.2083333333,73132.0833333333,71888.6458333333,69875.7708333333,1142.125,5898.3125,274.949107838664,275.393399146655,277.124088578318,274.5499429516,276.373088113929,276.749033691791,277.76859121429,4.96059981833827,4.92678275213119,69.5164010375751,81.9292161833044,0.145,"3",0,0,0,2018,"février",0,0,0,1,1,0,1,1,1266.83333333333,500.270833333333,5012.70833333333,4098.9375,66852.5416666667,67289.4375,0,16.9157,0.0309,110.27,17584,"jeudi","WorkDay","hiver",0,0
2018-02-23,77731.4583333333,76916.2083333333,68817.8958333333,71092.4375,986.229166666667,5652.79166666667,274.432793797077,274.645879403073,276.178873829097,273.842664617239,275.276253256381,275.902449433842,276.718493315582,4.65500260999181,4.75510521732008,71.4945721800379,86.1680591444339,0.148,"4",0,0,0,2018,"février",0,0,0,1,1,0,1,1,1142.125,736.666666666667,5898.3125,1283.02083333333,69875.7708333333,66798.2083333333,0,16.9157,0.0309,110.27,17585,"vendredi","vendredi","hiver",0,0
